IDPromo,IDBillet,IDPromotion,TauxPromotion,DateDebut,DateFin
7000,19885,3,9.58,2024-07-11,2024-07-25
7001,19890,3,11.42,2024-06-06,2024-06-30
7002,19899,1,8.91,2022-03-03,2022-03-28
7003,19902,3,5.64,2021-12-27,2022-01-19
7004,19903,2,11.55,2022-02-04,2022-02-19
7005,19904,2,11.14,2022-02-18,2022-03-11
7006,19905,2,14.49,2022-01-23,2022-02-11
7007,19906,2,5.84,2022-03-02,2022-03-22
7008,19907,3,5.45,2022-02-18,2022-03-10
7009,19908,3,5.77,2021-12-23,2022-01-09
7010,19913,3,15.05,2024-04-02,2024-04-26
7011,19915,3,20.71,2024-06-02,2024-06-22
7012,19917,1,11.06,2024-04-18,2024-05-09
7013,19919,2,29.62,2024-05-27,2024-06-12
7014,19922,1,28.09,2022-11-23,2022-12-05
7015,19923,3,27.73,2022-12-17,2023-01-05
7016,19928,2,28.29,2022-10-11,2022-10-30
7017,19929,1,19.01,2022-12-20,2023-01-15
7018,19930,1,33.26,2022-11-02,2022-11-28
7019,19931,2,32.4,2022-12-16,2023-01-05
7020,19932,3,14.98,2022-11-12,2022-11-25
7021,19934,3,21.73,2022-10-16,2022-10-31
7022,19937,3,34.28,2022-11-05,2022-11-27
7023,19939,1,29.41,2023-07-09,2023-07-26
7024,19940,3,6.67,2023-09-02,2023-09-15
7025,19945,2,14.73,2023-08-24,2023-09-04
7026,19949,2,17.78,2023-08-20,2023-09-12
7027,19950,3,6.01,2023-06-30,2023-07-24
7028,19951,1,17.55,2023-09-07,2023-09-21
7029,19953,1,33.71,2023-08-10,2023-08-23
7030,19960,3,7.67,2024-07-20,2024-07-31
7031,19961,2,19.21,2024-06-25,2024-07-09
7032,19962,1,15.48,2024-07-05,2024-07-30
7033,19963,3,9.4,2024-06-11,2024-06-27
7034,19964,3,31.93,2024-05-26,2024-06-14
7035,19968,1,13.53,2024-06-16,2024-07-03
7036,19971,1,8.15,2024-06-22,2024-07-08
7037,19972,3,29.46,2024-06-03,2024-06-22
7038,19973,3,28.36,2024-08-07,2024-08-22
7039,19978,2,30.66,2024-07-24,2024-08-15
7040,19979,1,10.28,2024-07-31,2024-08-20
7041,19982,1,28.26,2024-09-25,2024-10-12
7042,19985,1,28.17,2024-07-10,2024-07-27
7043,19987,3,20.19,2022-08-01,2022-08-17
7044,19994,1,18.84,2022-07-25,2022-08-14
7045,19995,1,22.62,2022-10-07,2022-10-19
7046,19996,2,7.56,2022-09-03,2022-09-17
7047,19997,3,15.92,2022-04-01,2022-04-13
7048,19998,3,23.96,2022-03-25,2022-04-15
7049,19999,1,22.91,2022-02-25,2022-03-24
7050,20004,1,33.7,2022-02-18,2022-03-11
7051,20005,2,31.16,2022-03-04,2022-03-23
7052,20008,3,16.93,2022-02-07,2022-03-02
7053,20012,1,19.71,2022-02-13,2022-03-13
7054,20015,3,6.58,2022-02-20,2022-03-18
7055,20017,2,7.44,2024-04-30,2024-05-23
7056,20021,3,11.7,2024-06-21,2024-07-11
7057,20029,3,29.87,2022-07-12,2022-08-02
7058,20033,1,25.57,2022-04-30,2022-05-24
7059,20034,3,19.47,2022-05-05,2022-05-27
7060,20039,2,15.83,2023-11-02,2023-11-24
7061,20041,3,24.68,2023-09-30,2023-10-15
7062,20043,1,6.94,2023-10-30,2023-11-19
7063,20048,3,26.18,2023-11-09,2023-11-28
7064,20050,3,10.9,2023-10-06,2023-10-20
7065,20051,1,23.06,2023-09-28,2023-10-18
7066,20054,2,28.58,2023-08-27,2023-09-09
7067,20057,1,11.93,2022-03-30,2022-04-13
7068,20058,3,25.93,2022-03-26,2022-04-09
7069,20062,2,28.86,2022-04-12,2022-05-01
7070,20067,2,19.92,2022-04-09,2022-04-22
7071,20069,2,25.31,2022-04-02,2022-04-19
7072,20072,1,27.1,2022-03-23,2022-04-17
7073,20074,2,34.45,2024-08-18,2024-08-28
7074,20075,3,5.97,2024-07-31,2024-08-22
7075,20078,2,20.14,2024-07-25,2024-08-10
7076,20079,1,5.51,2024-08-16,2024-09-02
7077,20080,2,19.53,2024-08-05,2024-08-24
7078,20082,2,27.21,2024-09-26,2024-10-20
7079,20084,1,9.82,2024-10-03,2024-10-23
7080,20086,3,15.76,2024-10-03,2024-10-25
7081,20087,2,29.91,2024-09-04,2024-09-21
7082,20088,1,8.68,2024-08-30,2024-09-23
7083,20089,2,15.33,2024-10-01,2024-10-14
7084,20092,2,34.71,2024-09-29,2024-10-23
7085,20095,1,13.44,2022-09-22,2022-10-15
7086,20096,3,11.69,2022-09-18,2022-10-08
7087,20097,2,22.7,2022-10-06,2022-10-28
7088,20104,1,26.05,2022-10-08,2022-10-27
7089,20105,1,29.39,2022-11-06,2022-11-23
7090,20107,1,17.79,2022-09-11,2022-09-30
7091,20108,3,30.18,2022-10-06,2022-10-17
7092,20109,1,18.61,2022-10-10,2022-10-30
7093,20114,1,28.95,2022-02-09,2022-03-07
7094,20123,2,22.7,2022-02-27,2022-03-17
7095,20127,1,21.79,2021-12-14,2021-12-28
7096,20128,2,15.21,2023-02-24,2023-03-14
7097,20129,3,8.12,2023-04-16,2023-05-03
7098,20131,3,30.4,2023-04-12,2023-04-27
7099,20132,2,12.87,2023-02-07,2023-02-27
7100,20134,1,5.02,2023-03-10,2023-04-03
7101,20137,3,28.94,2023-03-08,2023-03-26
7102,20139,1,20.18,2023-02-05,2023-02-24
7103,20142,2,14.98,2024-04-13,2024-05-04
7104,20144,3,30.16,2024-04-18,2024-05-13
7105,20145,1,31.95,2024-05-22,2024-06-10
7106,20155,2,11.23,2024-05-22,2024-06-12
7107,20157,3,30.75,2024-03-31,2024-04-15
7108,20159,1,25.34,2024-04-26,2024-05-11
7109,20161,3,21.85,2024-03-10,2024-03-25
7110,20164,1,34.89,2024-03-23,2024-04-11
7111,20169,2,29.96,2024-05-20,2024-06-13
7112,20170,2,22.13,2024-04-04,2024-04-15
7113,20171,2,29.51,2024-04-20,2024-05-07
7114,20174,1,17.03,2024-10-15,2024-11-01
7115,20175,3,12.92,2024-10-03,2024-10-26
7116,20177,2,7.82,2024-11-11,2024-12-01
7117,20180,2,14.26,2024-11-04,2024-11-21
7118,20182,1,8.41,2024-08-28,2024-09-13
7119,20185,1,9.14,2024-09-20,2024-10-09
7120,20186,2,7.63,2024-09-23,2024-10-09
7121,20187,1,34.25,2024-11-10,2024-11-30
7122,20193,2,30.92,2024-09-16,2024-10-01
7123,20194,2,18.99,2024-10-06,2024-11-01
7124,20197,1,15.8,2024-10-14,2024-11-05
7125,20201,2,17.99,2024-11-15,2024-12-03
7126,20202,1,19.58,2024-08-22,2024-09-04
7127,20206,3,26.29,2024-09-28,2024-10-20
7128,20208,1,34.74,2022-10-22,2022-11-04
7129,20209,3,11.12,2022-10-02,2022-10-17
7130,20211,1,11.49,2022-09-12,2022-09-27
7131,20212,2,32.53,2022-10-23,2022-11-08
7132,20218,2,31.33,2022-09-19,2022-10-05
7133,20225,1,18.84,2022-10-13,2022-10-31
7134,20226,3,34.19,2022-08-09,2022-08-29
7135,20231,1,15.84,2023-12-16,2024-01-04
7136,20232,1,7.85,2023-11-23,2023-12-12
7137,20236,1,19.45,2023-11-21,2023-12-15
7138,20237,2,14.68,2023-12-29,2024-01-15
7139,20240,3,19.82,2023-11-30,2023-12-17
7140,20242,1,14.12,2023-10-29,2023-11-13
7141,20249,3,24.41,2023-11-02,2023-11-26
7142,20252,2,13.72,2023-12-23,2024-01-10
7143,20253,1,21.27,2023-06-11,2023-07-04
7144,20256,3,9.54,2023-05-02,2023-05-25
7145,20261,1,11.33,2023-04-18,2023-05-12
7146,20263,3,16.96,2023-05-06,2023-05-27
7147,20264,3,31.23,2023-07-08,2023-07-23
7148,20265,2,24.33,2023-06-22,2023-07-10
7149,20266,3,5.21,2023-05-29,2023-06-16
7150,20270,1,31.99,2023-06-20,2023-07-04
7151,20271,1,13.98,2023-12-26,2024-01-11
7152,20273,1,5.96,2024-02-10,2024-02-24
7153,20275,2,26.72,2023-12-23,2024-01-17
7154,20280,2,32.42,2024-01-22,2024-02-08
7155,20281,3,23.8,2023-11-21,2023-12-12
7156,20284,2,10.06,2024-01-02,2024-01-15
7157,20286,3,7.56,2023-12-05,2023-12-29
7158,20287,1,27.55,2024-02-26,2024-03-21
7159,20289,2,6.9,2024-02-06,2024-02-21
7160,20290,3,26.11,2024-01-12,2024-02-03
7161,20291,3,17.21,2024-03-29,2024-04-16
7162,20292,1,23.71,2024-02-11,2024-02-25
7163,20293,3,20.32,2024-02-08,2024-03-03
7164,20294,2,33.46,2024-03-05,2024-03-29
7165,20295,3,12.09,2024-02-12,2024-02-25
7166,20299,3,26.98,2023-08-23,2023-09-13
7167,20301,3,26.05,2023-10-22,2023-11-04
7168,20308,1,30.1,2023-09-03,2023-09-24
7169,20320,1,29.56,2022-01-11,2022-02-04
7170,20321,3,25.66,2022-03-05,2022-03-21
7171,20325,1,30.56,2021-12-29,2022-01-21
7172,20330,1,30.68,2022-01-27,2022-02-09
7173,20331,3,32.45,2023-10-05,2023-10-18
7174,20332,3,14.0,2023-09-18,2023-10-05
7175,20333,2,34.09,2023-08-03,2023-08-25
7176,20339,1,15.08,2023-09-09,2023-10-03
7177,20345,3,19.74,2022-03-01,2022-03-22
7178,20346,1,8.58,2022-01-28,2022-02-16
7179,20350,3,18.13,2022-04-17,2022-05-02
7180,20356,3,22.48,2022-03-13,2022-03-27
7181,20362,2,8.95,2023-08-26,2023-09-20
7182,20365,3,20.54,2023-10-14,2023-11-01
7183,20366,2,10.95,2023-09-03,2023-09-26
7184,20367,3,26.82,2023-09-03,2023-09-18
7185,20371,2,31.21,2023-08-31,2023-09-21
7186,20372,2,9.03,2023-09-22,2023-10-13
7187,20376,1,28.26,2022-05-14,2022-06-02
7188,20377,2,29.64,2022-05-23,2022-06-05
7189,20378,1,15.86,2022-06-06,2022-06-25
7190,20381,2,20.61,2022-04-26,2022-05-18
7191,20382,2,13.07,2022-06-10,2022-07-04
7192,20387,2,20.66,2024-01-06,2024-01-18
7193,20388,2,19.68,2023-12-29,2024-01-19
7194,20392,2,31.05,2023-12-10,2023-12-28
7195,20396,1,8.48,2023-11-21,2023-12-09
7196,20401,2,10.49,2024-01-20,2024-02-08
7197,20405,1,21.58,2023-06-06,2023-06-24
7198,20419,3,7.22,2023-04-14,2023-05-06
7199,20420,3,7.14,2023-03-26,2023-04-20
7200,20421,1,30.74,2023-03-05,2023-03-24
7201,20422,1,20.25,2023-05-03,2023-05-26
7202,20425,3,32.4,2023-03-25,2023-04-11
7203,20427,1,18.81,2023-04-23,2023-05-13
7204,20428,2,21.99,2022-09-22,2022-10-07
7205,20429,3,34.29,2022-08-19,2022-09-10
7206,20431,1,17.89,2022-09-14,2022-10-04
7207,20432,2,17.41,2022-08-20,2022-09-05
7208,20434,3,33.1,2022-08-06,2022-08-19
7209,20435,2,28.79,2022-07-26,2022-08-20
7210,20436,3,21.6,2022-10-06,2022-10-17
7211,20448,3,34.02,2023-08-02,2023-08-22
7212,20462,2,24.0,2023-10-14,2023-11-02
7213,20465,1,22.6,2023-08-09,2023-08-27
7214,20467,2,28.34,2022-05-21,2022-06-13
7215,20469,1,20.51,2022-03-08,2022-03-29
7216,20470,2,27.07,2022-05-09,2022-06-02
7217,20472,2,14.65,2022-03-19,2022-04-16
7218,20474,1,27.5,2022-03-14,2022-04-09
7219,20475,3,31.66,2022-03-18,2022-03-29
7220,20478,3,27.14,2022-03-15,2022-03-30
7221,20482,2,34.3,2022-05-09,2022-05-28
7222,20484,1,28.07,2022-04-14,2022-04-30
7223,20486,3,31.45,2022-05-25,2022-06-09
7224,20487,3,26.3,2022-09-21,2022-10-17
7225,20490,1,34.26,2022-07-22,2022-08-09
7226,20491,3,29.22,2022-08-12,2022-09-03
7227,20495,3,33.73,2022-08-30,2022-09-20
7228,20496,3,24.02,2022-07-15,2022-07-29
7229,20497,2,8.91,2022-08-14,2022-09-02
7230,20503,2,9.68,2023-11-13,2023-12-02
7231,20508,3,8.4,2023-11-04,2023-11-18
7232,20515,1,25.04,2023-11-27,2023-12-09
7233,20516,1,25.3,2023-09-26,2023-10-11
7234,20519,2,18.19,2023-06-27,2023-07-23
7235,20520,2,8.36,2023-08-14,2023-09-06
7236,20521,2,16.34,2023-06-29,2023-07-19
7237,20522,2,16.93,2023-07-06,2023-07-25
7238,20530,2,34.26,2023-08-02,2023-08-19
7239,20532,3,15.4,2023-08-13,2023-09-05
7240,20535,3,16.59,2023-08-12,2023-08-27
7241,20542,1,7.68,2024-02-01,2024-02-18
7242,20543,3,23.72,2023-12-11,2023-12-29
7243,20544,3,32.52,2024-01-07,2024-01-31
7244,20545,3,12.42,2023-12-19,2024-01-05
7245,20548,1,25.79,2024-02-13,2024-03-04
7246,20550,2,33.73,2024-02-19,2024-03-04
7247,20563,1,30.02,2022-06-12,2022-07-04
7248,20566,1,6.71,2022-07-03,2022-07-14
7249,20569,2,14.62,2022-04-22,2022-05-03
7250,20570,1,7.79,2022-04-20,2022-05-12
7251,20571,1,10.85,2022-05-21,2022-06-15
7252,20578,3,8.45,2022-03-27,2022-04-09
7253,20583,2,21.27,2023-08-03,2023-08-14
7254,20587,1,12.79,2023-08-13,2023-09-03
7255,20588,2,13.36,2023-06-19,2023-07-16
7256,20591,1,21.34,2023-12-04,2023-12-22
7257,20596,2,32.57,2023-11-08,2023-11-22
7258,20597,2,31.06,2023-12-15,2024-01-09
7259,20598,3,34.24,2023-12-23,2024-01-09
7260,20606,3,16.24,2023-09-13,2023-10-04
7261,20609,3,28.03,2023-08-12,2023-09-05
7262,20613,1,14.04,2023-09-14,2023-10-01
7263,20614,2,19.93,2022-06-01,2022-06-26
7264,20627,3,34.28,2022-06-30,2022-07-24
7265,20628,3,22.11,2022-06-16,2022-07-07
7266,20630,1,6.05,2022-06-23,2022-07-20
7267,20632,3,18.61,2022-07-16,2022-08-03
7268,20633,2,20.14,2024-10-17,2024-11-08
7269,20637,2,34.68,2024-11-19,2024-12-02
7270,20638,2,28.83,2024-09-11,2024-10-04
7271,20639,1,32.35,2024-10-11,2024-10-30
7272,20640,3,13.69,2024-11-14,2024-12-01
7273,20641,2,23.6,2024-09-09,2024-09-27
7274,20644,1,34.35,2024-10-01,2024-10-28
7275,20646,3,24.73,2024-11-07,2024-11-26
7276,20648,1,26.45,2024-11-17,2024-12-06
7277,20652,3,20.56,2022-05-14,2022-05-28
7278,20653,1,12.6,2022-06-21,2022-07-04
7279,20656,1,6.68,2022-03-23,2022-04-18
7280,20658,1,33.8,2022-03-24,2022-04-11
7281,20660,2,34.91,2022-03-31,2022-04-16
7282,20663,3,17.87,2022-03-31,2022-04-19
7283,20669,3,17.17,2022-04-28,2022-05-23
7284,20670,1,20.9,2022-03-29,2022-04-21
7285,20671,1,10.62,2024-02-05,2024-02-29
7286,20672,1,19.93,2024-04-04,2024-04-24
7287,20673,3,29.16,2024-02-05,2024-02-28
7288,20674,2,32.64,2024-02-06,2024-03-01
7289,20675,3,20.99,2024-02-14,2024-03-07
7290,20677,2,33.81,2024-04-26,2024-05-15
7291,20678,2,27.19,2024-03-01,2024-03-19
7292,20680,2,10.83,2024-02-18,2024-03-14
7293,20681,2,26.79,2024-03-25,2024-04-11
7294,20688,2,15.58,2024-08-22,2024-09-03
7295,20689,1,32.45,2024-09-27,2024-10-12
7296,20694,2,29.0,2023-11-23,2023-12-18
7297,20696,2,14.41,2023-11-07,2023-11-27
7298,20699,1,13.09,2023-10-27,2023-11-13
7299,20703,2,10.73,2023-11-05,2023-11-24
7300,20705,2,22.65,2023-11-07,2023-11-27
7301,20709,2,17.58,2021-10-23,2021-11-11
7302,20713,1,20.18,2021-12-04,2021-12-26
7303,20717,3,29.59,2023-11-02,2023-11-30
7304,20720,3,7.37,2023-12-12,2024-01-04
7305,20721,3,33.89,2023-12-18,2024-01-08
7306,20729,1,18.72,2023-11-24,2023-12-21
7307,20735,1,33.05,2023-06-21,2023-07-10
7308,20737,3,21.44,2023-07-01,2023-07-17
7309,20738,1,27.34,2023-07-31,2023-08-25
7310,20740,3,22.75,2023-09-01,2023-09-22
7311,20749,1,31.09,2023-08-03,2023-08-29
7312,20750,3,6.42,2023-07-12,2023-07-31
7313,20752,3,21.59,2022-12-11,2023-01-04
7314,20754,1,5.34,2022-09-19,2022-10-13
7315,20762,3,15.21,2022-11-20,2022-12-04
7316,20763,2,7.64,2022-11-12,2022-11-27
7317,20768,3,20.41,2022-10-19,2022-11-12
7318,20770,3,8.11,2022-12-06,2022-12-28
7319,20773,2,9.4,2023-01-03,2023-01-20
7320,20774,2,7.73,2023-02-18,2023-03-11
7321,20779,3,10.31,2023-01-13,2023-01-28
7322,20781,1,22.17,2023-01-03,2023-01-20
7323,20784,2,18.57,2023-09-06,2023-09-24
7324,20785,3,32.59,2023-10-14,2023-10-31
7325,20790,2,6.42,2023-09-27,2023-10-09
7326,20794,1,29.09,2023-10-13,2023-11-03
7327,20795,3,21.59,2024-07-09,2024-07-26
7328,20796,1,17.27,2024-08-05,2024-08-27
7329,20799,2,17.82,2024-08-06,2024-08-31
7330,20801,2,14.59,2024-06-21,2024-07-10
7331,20804,3,5.01,2024-08-06,2024-08-24
7332,20805,3,27.38,2024-06-24,2024-07-14
7333,20806,2,12.28,2024-08-06,2024-08-29
7334,20808,3,26.98,2024-07-08,2024-07-29
7335,20810,3,32.35,2024-09-04,2024-09-19
7336,20812,1,12.87,2022-11-12,2022-11-30
7337,20813,2,20.42,2022-10-11,2022-11-02
7338,20818,3,34.42,2022-12-09,2022-12-28
7339,20822,1,7.94,2023-01-04,2023-01-18
7340,20826,3,33.37,2022-12-22,2023-01-15
7341,20828,1,15.33,2023-01-11,2023-01-30
7342,20831,3,17.73,2023-01-05,2023-01-27
7343,20833,2,6.28,2023-03-13,2023-03-26
7344,20836,2,11.83,2022-07-12,2022-07-30
7345,20837,1,15.24,2022-07-05,2022-07-28
7346,20838,1,28.3,2022-08-26,2022-09-15
7347,20840,1,18.06,2022-07-03,2022-07-28
7348,20842,1,23.19,2022-07-02,2022-07-21
7349,20847,1,6.69,2022-09-18,2022-10-07
7350,20852,1,8.73,2022-08-28,2022-09-15
7351,20853,1,5.99,2022-10-13,2022-11-01
7352,20854,3,23.53,2022-08-30,2022-09-14
7353,20857,3,18.53,2022-10-10,2022-10-30
7354,20858,1,22.45,2022-09-29,2022-10-26
7355,20860,1,7.71,2022-10-20,2022-11-12
7356,20864,3,27.31,2022-08-10,2022-08-26
7357,20870,1,25.97,2022-03-21,2022-04-04
7358,20872,3,19.22,2022-03-31,2022-04-15
7359,20874,2,5.39,2022-05-17,2022-06-06
7360,20875,2,10.54,2022-04-10,2022-04-28
7361,20878,2,7.18,2022-03-31,2022-04-21
7362,20879,3,27.19,2022-02-27,2022-03-22
7363,20885,1,19.24,2023-06-26,2023-07-18
7364,20886,1,29.86,2023-05-30,2023-06-24
7365,20891,3,11.35,2023-06-25,2023-07-14
7366,20892,1,33.29,2023-06-04,2023-06-19
7367,20894,3,34.6,2022-05-27,2022-06-16
7368,20898,2,27.18,2022-06-14,2022-06-30
7369,20900,2,16.29,2022-07-03,2022-07-22
7370,20901,2,32.4,2022-05-30,2022-06-26
7371,20907,3,19.45,2022-06-25,2022-07-14
7372,20910,1,32.25,2024-07-27,2024-08-20
7373,20915,3,13.09,2024-10-10,2024-10-26
7374,20917,2,27.49,2024-08-01,2024-08-17
7375,20919,3,11.77,2024-09-05,2024-09-29
7376,20924,1,31.01,2024-10-01,2024-10-20
7377,20925,1,15.8,2024-10-09,2024-10-28
7378,20927,1,15.92,2024-11-13,2024-12-03
7379,20933,3,14.78,2024-10-09,2024-10-25
7380,20935,2,11.15,2024-11-18,2024-12-04
7381,20938,3,34.34,2021-12-02,2021-12-18
7382,20943,2,9.24,2022-02-12,2022-03-05
7383,20946,1,26.99,2022-02-17,2022-03-08
7384,20947,2,25.53,2023-09-14,2023-10-04
7385,20948,2,32.83,2023-10-04,2023-10-29
7386,20949,2,28.52,2023-10-08,2023-11-03
7387,20953,3,23.3,2023-09-01,2023-09-21
7388,20954,2,14.96,2023-08-13,2023-08-28
7389,20955,2,27.13,2023-08-11,2023-08-26
7390,20957,2,22.96,2023-10-09,2023-10-31
7391,20959,1,28.07,2023-08-18,2023-09-05
7392,20961,2,21.63,2023-10-10,2023-10-30
7393,20964,3,19.49,2022-09-03,2022-09-25
7394,20965,2,5.92,2022-08-31,2022-09-20
7395,20968,2,23.46,2022-08-11,2022-09-07
7396,20971,3,29.48,2022-07-16,2022-08-08
7397,20973,3,6.0,2022-08-17,2022-09-06
7398,20974,2,9.44,2022-08-07,2022-08-28
7399,20975,2,5.83,2023-12-12,2024-01-01
7400,20976,3,8.34,2023-12-31,2024-01-22
7401,20982,2,17.58,2023-11-26,2023-12-16
7402,20988,1,18.91,2022-08-15,2022-09-03
7403,20991,2,18.52,2022-10-03,2022-10-25
7404,20992,3,31.98,2022-10-09,2022-10-20
7405,20995,1,8.84,2022-10-15,2022-10-29
7406,20996,2,19.26,2022-07-29,2022-08-16
7407,20997,3,27.53,2022-08-27,2022-09-11
7408,20999,1,23.31,2022-09-09,2022-09-23
7409,21000,2,19.64,2022-08-27,2022-09-18
7410,21010,2,15.0,2022-10-24,2022-11-06
7411,21014,3,29.65,2022-11-11,2022-11-30
7412,21016,3,28.85,2022-12-06,2022-12-23
7413,21017,2,20.8,2022-10-13,2022-11-03
7414,21019,3,29.56,2022-10-04,2022-10-22
7415,21020,3,34.34,2022-09-29,2022-10-16
7416,21024,2,14.64,2022-10-19,2022-11-07
7417,21026,2,14.69,2022-10-31,2022-11-17
7418,21032,2,7.68,2022-09-18,2022-10-06
7419,21046,2,14.98,2022-08-27,2022-09-16
7420,21049,3,28.35,2024-04-18,2024-05-07
7421,21050,1,26.38,2024-04-11,2024-05-07
7422,21054,3,7.89,2024-03-21,2024-04-13
7423,21058,2,24.06,2024-05-12,2024-05-29
7424,21059,1,7.83,2024-04-19,2024-05-12
7425,21060,1,16.38,2024-03-09,2024-03-29
7426,21061,3,21.58,2024-04-29,2024-05-22
7427,21065,3,31.81,2022-02-16,2022-03-04
7428,21066,2,19.78,2022-02-23,2022-03-15
7429,21078,1,14.89,2022-01-14,2022-01-31
7430,21083,2,19.38,2024-03-03,2024-03-20
7431,21084,2,24.53,2024-02-11,2024-03-01
7432,21088,2,7.33,2024-01-20,2024-02-04
7433,21090,2,14.5,2024-01-02,2024-01-24
7434,21091,1,20.71,2024-02-28,2024-03-20
7435,21096,1,28.38,2024-02-08,2024-02-28
7436,21101,3,17.98,2023-10-07,2023-10-23
7437,21108,2,15.87,2023-11-17,2023-12-07
7438,21109,3,11.98,2023-11-19,2023-12-14
7439,21113,3,10.84,2023-10-23,2023-11-12
7440,21118,3,11.1,2023-01-28,2023-02-12
7441,21122,2,30.46,2023-03-01,2023-03-16
7442,21125,2,14.09,2023-03-13,2023-03-31
7443,21126,2,34.61,2023-01-10,2023-01-28
7444,21130,1,28.15,2023-02-10,2023-02-23
7445,21132,3,31.95,2023-02-06,2023-02-17
7446,21134,1,12.77,2024-05-29,2024-06-24
7447,21135,3,19.2,2024-04-06,2024-04-21
7448,21139,3,24.74,2024-04-02,2024-04-29
7449,21143,2,32.78,2024-06-01,2024-06-19
7450,21144,2,29.1,2024-04-12,2024-04-29
7451,21150,2,34.27,2023-05-29,2023-06-19
7452,21156,1,10.32,2023-05-27,2023-06-09
7453,21157,2,14.95,2023-04-23,2023-05-13
7454,21159,3,28.18,2023-04-30,2023-05-11
7455,21161,2,23.05,2023-07-01,2023-07-22
7456,21163,2,14.4,2024-04-26,2024-05-23
7457,21167,3,17.77,2024-04-23,2024-05-17
7458,21175,1,23.81,2024-06-05,2024-06-21
7459,21176,3,23.89,2024-04-01,2024-04-16
7460,21178,3,13.49,2024-05-18,2024-05-30
7461,21179,2,6.65,2024-04-19,2024-05-01
7462,21181,3,15.07,2023-02-08,2023-03-03
7463,21182,2,7.58,2023-01-16,2023-02-01
7464,21184,2,13.07,2023-01-17,2023-02-06
7465,21187,3,19.5,2023-02-01,2023-02-21
7466,21188,2,26.03,2023-02-05,2023-02-26
7467,21190,2,7.81,2023-02-26,2023-03-13
7468,21191,2,28.45,2023-02-17,2023-03-09
7469,21193,3,11.48,2024-09-28,2024-10-19
7470,21194,3,22.57,2024-11-05,2024-12-02
7471,21198,2,31.35,2024-11-18,2024-11-29
7472,21203,2,17.7,2024-09-19,2024-10-02
7473,21204,2,23.73,2024-09-19,2024-10-14
7474,21207,1,20.09,2024-09-12,2024-10-08
7475,21211,3,24.33,2023-02-20,2023-03-12
7476,21214,3,18.78,2023-03-06,2023-03-21
7477,21216,3,19.02,2023-03-14,2023-04-06
7478,21218,1,20.32,2023-02-12,2023-03-03
7479,21223,3,16.86,2023-06-11,2023-06-28
7480,21224,3,8.27,2023-07-24,2023-08-13
7481,21229,2,21.12,2023-08-25,2023-09-08
7482,21231,3,33.95,2023-08-18,2023-08-31
7483,21232,1,25.35,2023-06-18,2023-07-02
7484,21236,3,29.7,2023-06-21,2023-07-09
7485,21237,3,22.57,2023-08-19,2023-09-16
7486,21240,1,34.6,2024-05-14,2024-06-10
7487,21241,2,18.96,2024-05-20,2024-06-07
7488,21242,3,26.01,2024-07-25,2024-08-06
7489,21243,1,20.81,2024-07-20,2024-08-10
7490,21246,3,16.32,2024-06-12,2024-07-02
7491,21247,2,11.09,2024-05-06,2024-05-26
7492,21257,3,18.38,2024-06-14,2024-07-06
7493,21258,3,18.59,2024-05-14,2024-06-03
7494,21269,1,11.72,2022-12-16,2023-01-11
7495,21271,2,12.39,2022-11-04,2022-11-30
7496,21275,1,15.97,2022-11-17,2022-12-04
7497,21276,2,17.58,2022-12-09,2023-01-03
7498,21279,3,34.63,2023-12-26,2024-01-15
7499,21281,3,17.32,2023-12-07,2023-12-20
7500,21283,3,32.98,2023-11-12,2023-11-29
7501,21286,1,32.0,2023-11-11,2023-12-06
7502,21287,3,23.06,2023-11-04,2023-11-18
7503,21288,3,31.3,2023-12-01,2023-12-28
7504,21294,3,23.78,2024-04-08,2024-04-27
7505,21295,2,23.22,2024-04-09,2024-04-28
7506,21298,3,25.54,2024-03-20,2024-04-12
7507,21303,1,27.33,2024-03-21,2024-04-03
7508,21304,1,21.98,2024-04-06,2024-04-22
7509,21306,1,29.79,2024-03-18,2024-04-11
7510,21307,2,8.28,2024-05-28,2024-06-11
7511,21309,1,34.19,2024-06-29,2024-07-16
7512,21312,1,20.08,2024-06-01,2024-06-15
7513,21313,1,19.66,2024-05-15,2024-06-06
7514,21314,2,31.18,2024-06-26,2024-07-16
7515,21316,3,11.43,2024-05-05,2024-05-26
7516,21320,1,21.34,2024-05-16,2024-06-08
7517,21322,1,28.01,2023-07-05,2023-07-27
7518,21325,1,20.0,2023-05-01,2023-05-20
7519,21331,1,10.92,2023-05-16,2023-06-01
7520,21340,1,31.5,2023-04-29,2023-05-15
7521,21346,1,6.54,2023-11-10,2023-11-28
7522,21352,1,23.89,2024-01-12,2024-01-26
7523,21367,2,15.98,2024-08-03,2024-08-18
7524,21368,1,21.93,2024-07-17,2024-08-04
7525,21372,3,22.63,2024-09-29,2024-10-21
7526,21377,2,33.65,2024-09-24,2024-10-11
7527,21380,3,27.12,2024-09-03,2024-09-26
7528,21381,3,18.24,2024-11-05,2024-11-23
7529,21382,3,21.65,2024-11-12,2024-12-03
7530,21385,1,10.99,2024-03-06,2024-03-22
7531,21388,1,8.51,2024-03-07,2024-03-26
7532,21390,3,18.27,2024-03-15,2024-03-30
7533,21393,1,30.63,2024-02-06,2024-02-24
7534,21398,1,14.07,2024-02-24,2024-03-16
7535,21400,2,16.39,2022-08-18,2022-09-04
7536,21401,2,20.7,2022-10-07,2022-10-29
